contest,handle,finding,risk,score,pie,split,slice,award,awardCoin,awardUSD
1,0xRajeev,H-01,3,,10,1,10,5702,USDC,5702
1,0xRajeev,L-02,1,,0.81,3,0.27,153,USDC,153
1,0xRajeev,M-01,2,,2.43,3,0.81,461,USDC,461
1,0xRajeev,M-02,2,,2.43,3,0.81,461,USDC,461
1,0xRajeev,M-05,2,,3,1,3,1710,USDC,1710
1,0xRajeev,N-01,0,,0,0,0,0,USDC,0
1,pauliax,G-06,g,,1,1,1,425,USDC,425
1,pauliax,L-04,1,,0.9,2,0.45,256,USDC,256
1,pauliax,L-06,1,,0.9,2,0.45,256,USDC,256
1,pauliax,L-07,1,,1,1,1,570,USDC,570
1,pauliax,L-08,1,,1,1,1,570,USDC,570
1,pauliax,L-09,1,,1,1,1,570,USDC,570
1,pauliax,L-10,1,,1,1,1,570,USDC,570
1,pauliax,M-04,2,,2.7,2,1.35,769,USDC,769
1,pauliax,N-01,0,,0,0,0,0,USDC,0
1,onewayfunction,G-01,g,,0.9,2,0.45,191,USDC,191
1,onewayfunction,G-02,g,,0.9,2,0.45,191,USDC,191
1,onewayfunction,G-03,g,,0.9,2,0.45,191,USDC,191
1,onewayfunction,G-04,g,,1,1,1,425,USDC,425
1,onewayfunction,L-12,1,,1,1,1,570,USDC,570
1,onewayfunction,N-01,0,,0,0,0,0,USDC,0
1,nedodn,G-03,g,,0.9,2,0.45,191,USDC,191
1,nedodn,M-03,2,,3,1,3,1710,USDC,1710
1,ncitron,L-04,1,,0.9,2,0.45,256,USDC,256
1,ncitron,L-05,1,,1,1,1,570,USDC,570
1,ncitron,M-02,2,,2.43,3,0.81,461,USDC,461
1,janbro,G-02,g,,0.9,2,0.45,191,USDC,191
1,janbro,M-01,2,,2.43,3,0.81,461,USDC,461
1,janbro,M-02,2,,2.43,3,0.81,461,USDC,461
1,gpersoon,L-02,1,,0.81,3,0.27,153,USDC,153
1,gpersoon,L-03,1,,0.9,2,0.45,256,USDC,256
1,gpersoon,L-06,1,,0.9,2,0.45,256,USDC,256
1,gpersoon,L-11,1,,1,1,1,570,USDC,570
1,gpersoon,M-04,2,,2.7,2,1.35,769,USDC,769
1,gpersoon,N-01,0,,0,0,0,0,USDC,0
1,gpersoon,N-03,0,,0,0,0,0,USDC,0
1,cmichel,G-01,g,,0.9,2,0.45,191,USDC,191
1,cmichel,L-01,1,,1,1,1,570,USDC,570
1,cmichel,L-02,1,,0.81,3,0.27,153,USDC,153
1,cmichel,L-03,1,,0.9,2,0.45,256,USDC,256
1,cmichel,M-01,2,,2.43,3,0.81,461,USDC,461
1,cmichel,N-01,0,,0,0,0,0,USDC,0
2,cmichel,H-01,3,,10,1,10,1,ETH,3371
2,cmichel,H-02,3,,10,1,10,1,ETH,3371
2,cmichel,H-03,3,,10,1,10,1,ETH,3371
2,cmichel,H-04,3,,10,1,10,1,ETH,3371
2,cmichel,H-05,3,,6.561,5,1.3122,0,ETH,442
2,cmichel,L-01,1,,1,1,1,0,ETH,337
2,cmichel,L-02,1,,0.9,2,0.45,0,ETH,151
2,cmichel,L-03,1,,1,1,1,0,ETH,337
2,cmichel,L-04,1,,1,1,1,0,ETH,337
2,cmichel,L-09,1,,1,1,1,0,ETH,337
2,cmichel,M-01,2,,2.7,2,1.35,0,ETH,455
2,cmichel,M-05,2,,3,1,3,0,ETH,1011
2,gpersoon,H-05,3,,6.561,5,1.3122,0,ETH,442
2,gpersoon,L-05,1,,1,1,1,0,ETH,337
2,gpersoon,L-06,1,,1,1,1,0,ETH,337
2,gpersoon,L-08,1,,0.81,3,0.27,0,ETH,91
2,gpersoon,L-12,1,,1,1,1,0,ETH,337
2,gpersoon,G-06,g,,1,1,1,0,ETH,529
2,janbro,H-05,3,,6.561,5,1.3122,0,ETH,442
2,janbro,L-07,1,,1,1,1,0,ETH,337
2,janbro,L-10,1,,1,1,1,0,ETH,337
2,ncitron,H-05,3,,6.561,5,1.3122,0,ETH,442
2,pauliax,H-08,3,,10,1,10,1,ETH,3371
2,pauliax,H-05,3,,6.561,5,1.3122,0,ETH,442
2,pauliax,H-07,3,,8.1,3,2.7,0,ETH,910
2,pauliax,L-02,1,,0.9,2,0.45,0,ETH,151
2,pauliax,L-08,1,,0.81,3,0.27,0,ETH,91
2,pauliax,M-02,2,,2.7,2,1.35,0,ETH,455
2,pauliax,N-01,0,,0,0,0,0,ETH,0
2,pauliax,N-02,0,,0,0,0,0,ETH,0
2,pauliax,G-01,g,,0.9,2,0.45,0,ETH,238
2,pauliax,G-02,g,,1,1,1,0,ETH,529
2,pauliax,G-03,g,,1,1,1,0,ETH,529
2,pauliax,G-04,g,,1,1,1,0,ETH,529
2,pauliax,G-05,g,,0.9,2,0.45,0,ETH,238
2,0xRajeev,H-06,3,,10,1,10,1,ETH,3371
2,maurelian,H-07,3,,8.1,3,2.7,0,ETH,910
2,maurelian,L-08,1,,0.81,3,0.27,0,ETH,91
2,0xRajeev,L-11,1,,1,1,1,0,ETH,337
2,0xRajeev,M-03,2,,3,1,3,0,ETH,1011
2,0xRajeev,M-04,2,,3,1,3,0,ETH,1011
2,maurelian,M-06,2,,3,1,3,0,ETH,1011
2,maurelian,M-07,2,,3,1,3,0,ETH,1011
2,0xRajeev,N-01,0,,0,0,0,0,ETH,0
2,maurelian,G-01,g,,0.9,2,0.45,0,ETH,238
2,0xRajeev,G-05,g,,0.9,2,0.45,0,ETH,238
2,s1m0,H-07,3,,8.1,3,2.7,0,ETH,910
2,s1m0,M-01,2,,2.7,2,1.35,0,ETH,455
2,s1m0,M-02,2,,2.7,2,1.35,0,ETH,455
2,s1m0,G-07,g,,1,1,1,0,ETH,529
3,pauliax,G-01,g,,1,1,1,1250,USDC,1250
3,pauliax,G-02,g,,1,1,1,1250,USDC,1250
3,pauliax,G-03,g,,1,1,1,1250,USDC,1250
3,pauliax,G-04,g,,1,1,1,1250,USDC,1250
3,pauliax,G-05,g,,1,1,1,1250,USDC,1250
3,pauliax,G-06,g,,1,1,1,1250,USDC,1250
3,pauliax,G-07,g,,1,1,1,1250,USDC,1250
3,pauliax,G-08,g,,1,1,1,1250,USDC,1250
3,pauliax,H-04,3,,10,1,10,2616,USDC,2616
3,pauliax,H-10,3,,10,1,10,2616,USDC,2616
3,pauliax,L-09,1,,0.9,2,0.45,117,USDC,117
3,pauliax,L-10,1,,1,1,1,261,USDC,261
3,pauliax,L-11,1,,1,1,1,261,USDC,261
3,pauliax,M-07,2,,3,1,3,784,USDC,784
3,pauliax,M-08,2,,3,1,3,784,USDC,784
3,pauliax,M-09,2,,3,1,3,784,USDC,784
3,pauliax,N-10,0,,1,1,1,0,USDC,0
3,pauliax,N-11,0,,1,1,1,0,USDC,0
3,pauliax,N-12,0,,1,1,1,0,USDC,0
3,pauliax,N-13,0,,1,1,1,0,USDC,0
3,pauliax,N-14,0,,1,1,1,0,USDC,0
3,pauliax,N-15,0,,1,1,1,0,USDC,0
3,pauliax,N-16,0,,1,1,1,0,USDC,0
3,pauliax,N-17,0,,1,1,1,0,USDC,0
3,pauliax,N-18,0,,1,1,1,0,USDC,0
3,pauliax,N-19,0,,1,1,1,0,USDC,0
3,pauliax,N-20,0,,1,1,1,0,USDC,0
3,pauliax,N-21,0,,1,1,1,0,USDC,0
3,pauliax,N-22,0,,1,1,1,0,USDC,0
3,cmichel,H-01,3,,10,1,10,2616,USDC,2616
3,cmichel,H-02,3,,10,1,10,2616,USDC,2616
3,cmichel,H-03,3,,10,1,10,2616,USDC,2616
3,cmichel,H-05,3,,10,1,10,2616,USDC,2616
3,cmichel,H-06,3,,10,1,10,2616,USDC,2616
3,cmichel,H-07,3,,10,1,10,2616,USDC,2616
3,cmichel,H-08,3,,10,1,10,2616,USDC,2616
3,cmichel,L-01,1,,1,1,1,261,USDC,261
3,cmichel,L-02,1,,1,1,1,261,USDC,261
3,cmichel,M-01,2,,3,1,3,784,USDC,784
3,cmichel,M-02,2,,3,1,3,784,USDC,784
3,cmichel,N-01,0,,1,1,1,0,USDC,0
3,cmichel,N-02,0,,1,1,1,0,USDC,0
3,gpersoon,H-09,3,,10,1,10,2616,USDC,2616
3,gpersoon,L-03,1,,1,1,1,261,USDC,261
3,gpersoon,L-04,1,,1,1,1,261,USDC,261
3,gpersoon,L-05,1,,1,1,1,261,USDC,261
3,gpersoon,L-06,1,,1,1,1,261,USDC,261
3,gpersoon,M-03,2,,3,1,3,784,USDC,784
3,gpersoon,M-04,2,,3,1,3,784,USDC,784
3,gpersoon,M-05,2,,3,1,3,784,USDC,784
3,gpersoon,N-03,0,,1,1,1,0,USDC,0
3,gpersoon,N-04,0,,0.9,2,0.45,0,USDC,0
3,gpersoon,N-05,0,,1,1,1,0,USDC,0
3,gpersoon,N-06,0,,1,1,1,0,USDC,0
3,gpersoon,N-07,0,,1,1,1,0,USDC,0
3,gpersoon,N-08,0,,1,1,1,0,USDC,0
3,s1m0,H-11,3,,10,1,10,2616,USDC,2616
3,s1m0,L-09,1,,0.9,2,0.45,117,USDC,117
3,s1m0,L-12,1,,1,1,1,261,USDC,261
3,s1m0,L-13,1,,1,1,1,261,USDC,261
3,s1m0,M-10,2,,3,1,3,784,USDC,784
3,jvaqa,L-07,1,,1,1,1,261,USDC,261
3,jvaqa,L-08,1,,1,1,1,261,USDC,261
3,jvaqa,M-06,2,,3,1,3,784,USDC,784
3,jvaqa,N-04,0,,0.9,2,0.45,0,USDC,0
3,jvaqa,N-09,0,,1,1,1,0,USDC,0
4,JMukesh,G-01,g,,0.9,2,0.45,775,USDC,775
4,JMukesh,N-02,0,,1,1,1,0,USDC,0
4,JMukesh,N-03,0,,1,1,1,0,USDC,0
4,JMukesh,N-04,0,,0.59049,6,0.098415,0,USDC,0
4,a_delamo,G-02,g,,1,1,1,1724,USDC,1724
4,a_delamo,G-03,g,,1,1,1,1724,USDC,1724
4,a_delamo,N-18,0,,1,1,1,0,USDC,0
4,a_delamo,N-20,0,,1,1,1,0,USDC,0
4,a_delamo,N-21,0,,1,1,1,0,USDC,0
4,0xsomeone,L-01,1,,1,1,1,3711,USDC,3711
4,0xsomeone,M-01,2,,3,1,3,11135,USDC,11135
4,0xRajeev,L-02,1,,0.9,2,0.45,1670,USDC,1670
4,0xRajeev,L-03,1,,1,1,1,3711,USDC,3711
4,0xRajeev,N-09,0,,0.4782969,8,0.0597871125,0,USDC,0
4,0xRajeev,N-10,0,,0.9,2,0.45,0,USDC,0
4,0xRajeev,N-11,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-12,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-13,0,,0.531441,7,0.07592014286,0,USDC,0
4,0xRajeev,N-14,0,,0.9,2,0.45,0,USDC,0
4,0xRajeev,N-15,0,,0.6561,5,0.13122,0,USDC,0
4,0xRajeev,N-16,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-19,0,,1,1,1,0,USDC,0
4,0xRajeev,N-26,0,,1,1,1,0,USDC,0
4,0xRajeev,N-27,0,,1,1,1,0,USDC,0
4,0xRajeev,N-09,0,,0.4782969,8,0.0597871125,0,USDC,0
4,0xRajeev,N-09,0,,0.4782969,8,0.0597871125,0,USDC,0
4,0xRajeev,N-09,0,,0.4782969,8,0.0597871125,0,USDC,0
4,0xRajeev,N-09,0,,0.4782969,8,0.0597871125,0,USDC,0
4,0xRajeev,N-04,0,,0.59049,6,0.098415,0,USDC,0
4,0xRajeev,N-09,0,,0.4782969,8,0.0597871125,0,USDC,0
4,0xRajeev,N-09,0,,0.4782969,8,0.0597871125,0,USDC,0
4,0xRajeev,N-11,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-12,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-12,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-13,0,,0.531441,7,0.07592014286,0,USDC,0
4,0xRajeev,N-04,0,,0.59049,6,0.098415,0,USDC,0
4,0xRajeev,N-04,0,,0.59049,6,0.098415,0,USDC,0
4,0xRajeev,N-04,0,,0.59049,6,0.098415,0,USDC,0
4,0xRajeev,N-04,0,,0.59049,6,0.098415,0,USDC,0
4,0xRajeev,N-14,0,,0.9,2,0.45,0,USDC,0
4,0xRajeev,N-15,0,,0.6561,5,0.13122,0,USDC,0
4,0xRajeev,N-13,0,,0.531441,7,0.07592014286,0,USDC,0
4,0xRajeev,N-13,0,,0.531441,7,0.07592014286,0,USDC,0
4,0xRajeev,N-13,0,,0.531441,7,0.07592014286,0,USDC,0
4,0xRajeev,N-15,0,,0.6561,5,0.13122,0,USDC,0
4,0xRajeev,N-15,0,,0.6561,5,0.13122,0,USDC,0
4,0xRajeev,N-15,0,,0.6561,5,0.13122,0,USDC,0
4,0xRajeev,N-16,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-13,0,,0.531441,7,0.07592014286,0,USDC,0
4,0xRajeev,N-16,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-09,0,,0.4782969,8,0.0597871125,0,USDC,0
4,0xRajeev,N-11,0,,0.81,3,0.27,0,USDC,0
4,0xRajeev,N-13,0,,0.531441,7,0.07592014286,0,USDC,0
4,0xRajeev,N-17,0,,0.81,3,0.27,0,USDC,0
4,cmichel,L-05,1,,1,1,1,3711,USDC,3711
4,cmichel,L-06,1,,1,1,1,3711,USDC,3711
4,cmichel,L-07,1,,1,1,1,3711,USDC,3711
4,cmichel,L-08,1,,1,1,1,3711,USDC,3711
4,cmichel,L-09,1,,1,1,1,3711,USDC,3711
4,cmichel,L-10,1,,1,1,1,3711,USDC,3711
4,cmichel,M-02,2,,3,1,3,11135,USDC,11135
4,cmichel,N-22,0,,1,1,1,0,USDC,0
4,cmichel,N-23,0,,1,1,1,0,USDC,0
4,cmichel,N-25,0,,1,1,1,0,USDC,0
4,cmichel,N-24,0,,0.9,2,0.45,0,USDC,0
4,pauliax,L-11,1,,1,1,1,3711,USDC,3711
4,pauliax,N-17,0,,0.81,3,0.27,0,USDC,0
4,pauliax,N-28,0,,1,1,1,0,USDC,0
4,pauliax,N-29,0,,1,1,1,0,USDC,0
4,pauliax,N-30,0,,1,1,1,0,USDC,0
4,pauliax,N-31,0,,1,1,1,0,USDC,0
4,janbro,L-12,1,,1,1,1,3711,USDC,3711
4,janbro,N-24,0,,0.9,2,0.45,0,USDC,0
4,janbro,N-33,2,,3,1,3,0,USDC,0
4,janbro,N-17,0,,0.81,3,0.27,0,USDC,0
4,shw,L-04,2,,3,1,3,11135,USDC,11135
4,shw,M-03,2,,3,1,3,11135,USDC,11135
4,shw,N-01,0,,1,1,1,0,USDC,0
4,shw,N-10,0,,0.9,2,0.45,0,USDC,0
4,gpersoon,N-05,0,,1,1,1,0,USDC,0
4,gpersoon,N-06,0,,1,1,1,0,USDC,0
4,gpersoon,N-07,0,,1,1,1,0,USDC,0
4,gpersoon,N-08,0,,1,1,1,0,USDC,0
4,gpersoon,L-02,1,,0.9,2,0.45,1670,USDC,1670
4,gpersoon,G-01,g,,0.9,2,0.45,775,USDC,775
4,s1m0,N-32,0,,1,1,1,0,USDC,0
5,0xRajeev,G-01,g,,1,1,1,0,ETH,159
5,0xRajeev,G-02,g,,0.729,4,0.18225,0,ETH,29
5,0xRajeev,G-03,g,,0.729,4,0.18225,0,ETH,29
5,0xRajeev,G-04,g,,0.729,4,0.18225,0,ETH,29
5,0xRajeev,G-05,g,,1,1,1,0,ETH,159
5,0xRajeev,G-06,g,,0.81,3,0.27,0,ETH,43
5,0xRajeev,G-07,g,,0.6561,5,0.13122,0,ETH,20
5,0xRajeev,G-08,g,,1,1,1,0,ETH,159
5,0xRajeev,G-09,g,,1,1,1,0,ETH,159
5,0xRajeev,G-10,g,,1,1,1,0,ETH,159
5,0xRajeev,G-11,g,,1,1,1,0,ETH,159
5,0xRajeev,G-12,g,,0.729,4,0.18225,0,ETH,29
5,0xRajeev,G-13,g,,1,1,1,0,ETH,159
5,0xRajeev,G-14,g,,1,1,1,0,ETH,159
5,0xRajeev,G-15,g,,1,1,1,0,ETH,159
5,0xRajeev,G-16,g,,1,1,1,0,ETH,159
5,0xRajeev,G-17,g,,1,1,1,0,ETH,159
5,0xRajeev,H-01,3,,9,2,4.5,0,ETH,879
5,0xRajeev,H-02,3,,10,1,10,0,ETH,1955
5,0xRajeev,H-03,3,,10,1,10,0,ETH,1955
5,0xRajeev,H-04,3,,10,1,10,0,ETH,1955
5,0xRajeev,H-05,3,,8.1,3,2.7,0,ETH,527
5,0xRajeev,H-06,3,,10,1,10,0,ETH,1955
5,0xRajeev,H-07,3,,10,1,10,0,ETH,1955
5,0xRajeev,H-08,3,,8.1,3,2.7,0,ETH,527
5,0xRajeev,H-09,3,,8.1,3,2.7,0,ETH,527
5,0xRajeev,H-10,3,,10,1,10,0,ETH,1955
5,0xRajeev,H-11,3,,9,2,4.5,0,ETH,879
5,0xRajeev,H-25,3,,9,2,4.5,0,ETH,879
5,0xRajeev,L-01,1,,1,1,1,0,ETH,195
5,0xRajeev,L-02,1,,1,1,1,0,ETH,195
5,0xRajeev,L-03,1,,1,1,1,0,ETH,195
5,0xRajeev,L-05,1,,0.81,3,0.27,0,ETH,52
5,0xRajeev,L-06,1,,0.6561,5,0.13122,0,ETH,25
5,0xRajeev,L-10,1,,0.729,4,0.18225,0,ETH,35
5,0xRajeev,L-15,1,,0.9,2,0.45,0,ETH,87
5,0xRajeev,L-18,1,,0.81,3,0.27,0,ETH,52
5,0xRajeev,L-19,1,,1,1,1,0,ETH,195
5,0xRajeev,L-20,1,,1,1,1,0,ETH,195
5,0xRajeev,L-22,1,,1,1,1,0,ETH,195
5,0xRajeev,M-01,2,,3,1,3,0,ETH,586
5,0xRajeev,M-02,2,,3,1,3,0,ETH,586
5,0xRajeev,M-03,2,,3,1,3,0,ETH,586
5,0xRajeev,M-10,2,,2.43,3,0.81,0,ETH,158
5,0xRajeev,M-13,2,,2.187,4,0.54675,0,ETH,106
5,0xRajeev,M-14,2,,3,1,3,0,ETH,586
5,0xRajeev,M-15,2,,3,1,3,0,ETH,586
5,0xRajeev,M-16,2,,2.7,2,1.35,0,ETH,263
5,0xRajeev,N-01,0,,0.81,3,0.27,0,ETH,0
5,0xRajeev,N-04,0,,0.81,3,0.27,0,ETH,0
5,0xRajeev,N-08,0,,1,1,1,0,ETH,0
5,0xRajeev,N-09,0,,1,1,1,0,ETH,0
5,pauliax,G-02,g,,0.729,4,0.18225,0,ETH,29
5,pauliax,G-03,g,,0.729,4,0.18225,0,ETH,29
5,pauliax,G-06,g,,0.81,3,0.27,0,ETH,43
5,pauliax,G-07,g,,0.6561,5,0.13122,0,ETH,20
5,pauliax,G-12,g,,0.729,4,0.18225,0,ETH,29
5,pauliax,G-30,g,,0.9,2,0.45,0,ETH,71
5,pauliax,G-33,g,,0.81,3,0.27,0,ETH,43
5,pauliax,G-36,g,,1,1,1,0,ETH,159
5,pauliax,G-37,g,,1,1,1,0,ETH,159
5,pauliax,G-38,g,,1,1,1,0,ETH,159
5,pauliax,G-39,g,,1,1,1,0,ETH,159
5,pauliax,G-40,g,,1,1,1,0,ETH,159
5,pauliax,G-41,g,,1,1,1,0,ETH,159
5,pauliax,G-42,g,,0.9,2,0.45,0,ETH,71
5,pauliax,G-43,g,,1,1,1,0,ETH,159
5,pauliax,G-44,g,,1,1,1,0,ETH,159
5,pauliax,H-01,3,,9,2,4.5,0,ETH,879
5,pauliax,H-15,3,,7.29,4,1.8225,0,ETH,356
5,pauliax,L-09,1,,1,1,1,0,ETH,195
5,pauliax,L-10,1,,0.729,4,0.18225,0,ETH,35
5,pauliax,L-11,1,,1,1,1,0,ETH,195
5,pauliax,L-12,1,,1,1,1,0,ETH,195
5,pauliax,L-13,1,,1,1,1,0,ETH,195
5,pauliax,L-14,1,,0.9,2,0.45,0,ETH,87
5,pauliax,M-07,2,,2.43,3,0.81,0,ETH,158
5,pauliax,M-08,2,,2.7,2,1.35,0,ETH,263
5,pauliax,M-10,2,,2.43,3,0.81,0,ETH,158
5,pauliax,M-16,2,,2.7,2,1.35,0,ETH,263
5,pauliax,N-04,0,,0.81,3,0.27,0,ETH,0
5,pauliax,N-05,0,,1,1,1,0,ETH,0
5,a_delamo,G-02,g,,0.729,4,0.18225,0,ETH,29
5,a_delamo,G-04,g,,0.729,4,0.18225,0,ETH,29
5,a_delamo,G-21,g,,1,1,1,0,ETH,159
5,a_delamo,G-22,g,,1,1,1,0,ETH,159
5,a_delamo,G-23,g,,1,1,1,0,ETH,159
5,a_delamo,G-24,g,,1,1,1,0,ETH,159
5,a_delamo,H-15,3,,7.29,4,1.8225,0,ETH,356
5,a_delamo,L-05,1,,0.81,3,0.27,0,ETH,52
5,a_delamo,L-06,1,,0.6561,5,0.13122,0,ETH,25
5,a_delamo,L-07,1,,1,1,1,0,ETH,195
5,a_delamo,L-10,1,,0.729,4,0.18225,0,ETH,35
5,a_delamo,M-09,2,,3,1,3,0,ETH,586
5,a_delamo,N-01,0,,0.81,3,0.27,0,ETH,0
5,s1m0,G-02,g,,0.729,4,0.18225,0,ETH,29
5,s1m0,G-04,g,,0.729,4,0.18225,0,ETH,29
5,s1m0,G-07,g,,0.6561,5,0.13122,0,ETH,20
5,s1m0,G-12,g,,0.729,4,0.18225,0,ETH,29
5,s1m0,G-33,g,,0.81,3,0.27,0,ETH,43
5,s1m0,G-42,g,,0.9,2,0.45,0,ETH,71
5,s1m0,G-45,g,,1,1,1,0,ETH,159
5,s1m0,G-46,g,,1,1,1,0,ETH,159
5,s1m0,G-47,g,,1,1,1,0,ETH,159
5,s1m0,H-05,3,,8.1,3,2.7,0,ETH,527
5,s1m0,H-08,3,,8.1,3,2.7,0,ETH,527
5,s1m0,H-09,3,,8.1,3,2.7,0,ETH,527
5,s1m0,L-06,1,,0.6561,5,0.13122,0,ETH,25
5,s1m0,L-14,1,,0.9,2,0.45,0,ETH,87
5,s1m0,L-15,1,,0.9,2,0.45,0,ETH,87
5,s1m0,L-16,1,,1,1,1,0,ETH,195
5,s1m0,L-18,1,,0.81,3,0.27,0,ETH,52
5,s1m0,M-07,2,,2.43,3,0.81,0,ETH,158
5,s1m0,N-04,0,,0.81,3,0.27,0,ETH,0
5,s1m0,N-06,0,,1,1,1,0,ETH,0
5,gpersoon,G-03,g,,0.729,4,0.18225,0,ETH,29
5,gpersoon,G-25,g,,1,1,1,0,ETH,159
5,gpersoon,G-26,g,,1,1,1,0,ETH,159
5,gpersoon,G-27,g,,1,1,1,0,ETH,159
5,gpersoon,G-28,g,,1,1,1,0,ETH,159
5,gpersoon,G-29,g,,1,1,1,0,ETH,159
5,gpersoon,G-30,g,,0.9,2,0.45,0,ETH,71
5,gpersoon,L-21,1,,1,1,1,0,ETH,195
5,gpersoon,M-10,2,,2.43,3,0.81,0,ETH,158
5,gpersoon,M-13,2,,2.187,4,0.54675,0,ETH,106
5,gpersoon,N-01,0,,0.81,3,0.27,0,ETH,0
5,gpersoon,N-02,0,,1,1,1,0,ETH,0
5,gpersoon,N-03,0,,1,1,1,0,ETH,0
5,jvaqa,G-03,g,,0.729,4,0.18225,0,ETH,29
5,jvaqa,G-31,g,,1,1,1,0,ETH,159
5,jvaqa,G-32,g,,1,1,1,0,ETH,159
5,jvaqa,G-33,g,,0.81,3,0.27,0,ETH,43
5,jvaqa,G-34,g,,1,1,1,0,ETH,159
5,jvaqa,G-35,g,,1,1,1,0,ETH,159
5,jvaqa,H-17,3,,9,2,4.5,0,ETH,879
5,jvaqa,H-22,3,,9,2,4.5,0,ETH,879
5,jvaqa,H-25,3,,9,2,4.5,0,ETH,879
5,jvaqa,L-08,1,,1,1,1,0,ETH,195
5,jvaqa,M-13,2,,2.187,4,0.54675,0,ETH,106
5,JMukesh,G-04,g,,0.729,4,0.18225,0,ETH,29
5,JMukesh,G-06,g,,0.81,3,0.27,0,ETH,43
5,JMukesh,G-07,g,,0.6561,5,0.13122,0,ETH,20
5,JMukesh,H-22,3,,9,2,4.5,0,ETH,879
5,JMukesh,L-05,1,,0.81,3,0.27,0,ETH,52
5,JMukesh,L-06,1,,0.6561,5,0.13122,0,ETH,25
5,JMukesh,L-23,1,,1,1,1,0,ETH,195
5,cmichel,G-07,g,,0.6561,5,0.13122,0,ETH,20
5,cmichel,G-12,g,,0.729,4,0.18225,0,ETH,29
5,cmichel,G-18,g,,1,1,1,0,ETH,159
5,cmichel,G-19,g,,1,1,1,0,ETH,159
5,cmichel,G-20,g,,1,1,1,0,ETH,159
5,cmichel,H-05,3,,8.1,3,2.7,0,ETH,527
5,cmichel,H-08,3,,8.1,3,2.7,0,ETH,527
5,cmichel,H-09,3,,8.1,3,2.7,0,ETH,527
5,cmichel,H-11,3,,9,2,4.5,0,ETH,879
5,cmichel,H-12,3,,10,1,10,0,ETH,1955
5,cmichel,H-13,3,,10,1,10,0,ETH,1955
5,cmichel,H-14,3,,10,1,10,0,ETH,1955
5,cmichel,H-15,3,,7.29,4,1.8225,0,ETH,356
5,cmichel,H-16,3,,10,1,10,0,ETH,1955
5,cmichel,H-17,3,,9,2,4.5,0,ETH,879
5,cmichel,H-18,3,,10,1,10,0,ETH,1955
5,cmichel,H-19,3,,10,1,10,0,ETH,1955
5,cmichel,H-20,3,,10,1,10,0,ETH,1955
5,cmichel,H-21,3,,10,1,10,0,ETH,1955
5,cmichel,H-24,3,,10,1,10,0,ETH,1955
5,cmichel,L-04,1,,1,1,1,0,ETH,195
5,cmichel,L-06,1,,0.6561,5,0.13122,0,ETH,25
5,cmichel,L-10,1,,0.729,4,0.18225,0,ETH,35
5,cmichel,M-04,2,,3,1,3,0,ETH,586
5,cmichel,M-05,2,,3,1,3,0,ETH,586
5,cmichel,M-06,2,,3,1,3,0,ETH,586
5,cmichel,M-07,2,,2.43,3,0.81,0,ETH,158
5,cmichel,M-08,2,,2.7,2,1.35,0,ETH,263
5,cmichel,M-13,2,,2.187,4,0.54675,0,ETH,106
5,cmichel,N-10,0,,1,1,1,0,ETH,0
5,cmichel,N-11,0,,1,1,1,0,ETH,0
5,shw,G-48,g,,1,1,1,0,ETH,159
5,shw,G-49,g,,1,1,1,0,ETH,159
5,shw,H-15,3,,7.29,4,1.8225,0,ETH,356
5,shw,H-23,3,,10,1,10,0,ETH,1955
5,shw,L-17,1,,1,1,1,0,ETH,195
5,shw,M-11,2,,3,1,3,0,ETH,586
5,shw,N-12,0,,1,1,1,0,ETH,0
5,toastedsteaksandwich,L-18,1,,0.81,3,0.27,0,ETH,52
5,toastedsteaksandwich,M-12,2,,3,1,3,0,ETH,586
5,toastedsteaksandwich,M-17,2,,3,1,3,0,ETH,586
5,0xRajeev,G-01,g,,1,1,1,0,VETH,0
5,0xRajeev,G-02,g,,0.729,4,0.18225,0,VETH,0
5,0xRajeev,G-03,g,,0.729,4,0.18225,0,VETH,0
5,0xRajeev,G-04,g,,0.729,4,0.18225,0,VETH,0
5,0xRajeev,G-05,g,,1,1,1,0,VETH,0
5,0xRajeev,G-06,g,,0.81,3,0.27,0,VETH,0
5,0xRajeev,G-07,g,,0.6561,5,0.13122,0,VETH,0
5,0xRajeev,G-08,g,,1,1,1,0,VETH,0
5,0xRajeev,G-09,g,,1,1,1,0,VETH,0
5,0xRajeev,G-10,g,,1,1,1,0,VETH,0
5,0xRajeev,G-11,g,,1,1,1,0,VETH,0
5,0xRajeev,G-12,g,,0.729,4,0.18225,0,VETH,0
5,0xRajeev,G-13,g,,1,1,1,0,VETH,0
5,0xRajeev,G-14,g,,1,1,1,0,VETH,0
5,0xRajeev,G-15,g,,1,1,1,0,VETH,0
5,0xRajeev,G-16,g,,1,1,1,0,VETH,0
5,0xRajeev,G-17,g,,1,1,1,0,VETH,0
5,0xRajeev,H-01,3,,9,2,4.5,14,VETH,762
5,0xRajeev,H-02,3,,10,1,10,32,VETH,1694
