contest,handle,finding,risk,score,pie,split,slice,award,awardCoin,awardUSD
90,reassor,M-02,2,,0.5559060566555525,17,0.03270035627385603,22.049902330298497,USDC,22.05
90,tabish,M-02,2,,0.5559060566555525,17,0.03270035627385603,22.049902330298497,USDC,22.05
90,csanuragjain,M-05,2,,3,1,3,2022.9047792908075,USDC,2022.9
90,csanuragjain,M-06,2,,3,1,3,2022.9047792908075,USDC,2022.9
90,abhinavmir,Q-09,q,73,30.355199999999996,1,30.355199999999996,181.7254021978753,USDC,181.73
90,foobar,Q-13,q,50,13.416994060259675,1,13.416994060259675,80.32260179103395,USDC,80.32
90,sseefried,Q-23,q,30,84.17212591411752,8,10.52151573926469,62.98843952433689,USDC,62.99
90,xpriment626,Q-24,q,40,46.456862484474954,4,11.614215621118738,69.53003126188096,USDC,69.53
117,BowTiedWardens,G-01,g,90,100,1,100,461.076043784614,USDC,461.08
117,BowTiedWardens,M-03,2,,2.43,3,0.81,3710.6746862396944,USDC,3710.67
117,BowTiedWardens,Q-01,q,90,100,1,100,905.0465431359579,USDC,905.05
117,joestakey,G-02,g,80,60,1,60,276.6456262707684,USDC,276.65
117,IllIllI,G-03,g,70,40.8,1,40.8,188.11902586412248,USDC,188.12
117,IllIllI,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,IllIllI,Q-02,q,80,60,1,60,543.0279258815748,USDC,543.03
117,robee,G-04,g,60,30.355199999999996,1,30.355199999999996,139.9605552429071,USDC,139.96
117,robee,Q-04,q,60,30.355199999999996,1,30.355199999999996,274.72868826200624,USDC,274.73
117,0xNazgul,G-05,g,50,91.9414356004824,5,18.38828712009648,84.78398677309657,USDC,84.78
117,0xNazgul,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,delfin454000,G-06,g,50,91.9414356004824,5,18.38828712009648,84.78398677309657,USDC,84.78
117,delfin454000,Q-23,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,ellahi,G-07,g,50,91.9414356004824,5,18.38828712009648,84.78398677309657,USDC,84.78
117,ellahi,Q-05,q,50,24.138455039999993,1,24.138455039999993,218.46425290594735,USDC,218.46
117,slywaters,G-08,g,50,91.9414356004824,5,18.38828712009648,84.78398677309657,USDC,84.78
117,TerrierLover,G-09,g,50,91.9414356004824,5,18.38828712009648,84.78398677309657,USDC,84.78
117,TerrierLover,Q-14,q,30,75.79233130606332,6,12.63205521767722,114.32597907461309,USDC,114.33
117,0v3rf10w,G-10,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,0x4non,G-11,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,0x4non,Q-15,q,20,54.213885281170306,5,10.84277705623406,98.13217892738514,USDC,98.13
117,0xkatana,G-12,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,Cityscape,G-13,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,fatherOfBlocks,G-14,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,fatherOfBlocks,Q-18,q,20,54.213885281170306,5,10.84277705623406,98.13217892738514,USDC,98.13
117,hansfriese,G-15,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,oyc_109,G-16,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,oyc_109,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,oyc_109,Q-28,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,rfa,G-17,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,samruna,G-18,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,samruna,Q-13,q,30,75.79233130606332,6,12.63205521767722,114.32597907461309,USDC,114.33
117,simon135,G-19,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,simon135,Q-29,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,Tomio,G-20,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,MaratCerby,G-21,g,30,136.59428873475417,12,11.382857394562848,52.48362854449477,USDC,52.48
117,0x1f8b,G-22,g,10,82.5189852231626,8,10.314873152895325,47.55940905477104,USDC,47.56
117,0x1f8b,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,0x1f8b,Q-20,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,0xDjango,G-23,g,10,82.5189852231626,8,10.314873152895325,47.55940905477104,USDC,47.56
117,0xDjango,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,0xDjango,Q-06,q,40,53.420815758500964,3,17.80693858616699,161.16108211244733,USDC,161.16
117,Fitraldys,G-24,g,10,82.5189852231626,8,10.314873152895325,47.55940905477104,USDC,47.56
117,Funen,G-25,g,10,82.5189852231626,8,10.314873152895325,47.55940905477104,USDC,47.56
117,Funen,Q-24,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,GimelSec,G-26,g,10,82.5189852231626,8,10.314873152895325,47.55940905477104,USDC,47.56
117,GimelSec,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,GimelSec,Q-07,q,40,53.420815758500964,3,17.80693858616699,161.16108211244733,USDC,161.16
117,ilan,G-27,g,10,82.5189852231626,8,10.314873152895325,47.55940905477104,USDC,47.56
117,ilan,Q-25,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,Picodes,G-28,g,10,82.5189852231626,8,10.314873152895325,47.55940905477104,USDC,47.56
117,Picodes,Q-08,q,40,53.420815758500964,3,17.80693858616699,161.16108211244733,USDC,161.16
117,throttle,G-29,g,10,82.5189852231626,8,10.314873152895325,47.55940905477104,USDC,47.56
117,throttle,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,throttle,Q-30,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,hubble,M-01,2,,3,1,3,13743.239578665534,USDC,13743.24
117,hake,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,kebabsec,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,kebabsec,Q-27,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,Ruhum,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,sorrynotsorry,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,sorrynotsorry,M-03,2,,2.43,3,0.81,3710.6746862396944,USDC,3710.67
117,sorrynotsorry,Q-03,q,70,40.8,1,40.8,369.2589895994708,USDC,369.26
117,tintin,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,cccz,M-02,2,,0.8472886094430003,13,0.06517604688023079,298.57667568844937,USDC,298.58
117,leastwood,M-03,2,,2.43,3,0.81,3710.6746862396944,USDC,3710.67
117,leastwood,M-04,2,,3,1,3,13743.239578665534,USDC,13743.24
117,leastwood,Q-12,q,30,75.79233130606332,6,12.63205521767722,114.32597907461309,USDC,114.33
117,0x1337,Q-09,q,30,75.79233130606332,6,12.63205521767722,114.32597907461309,USDC,114.33
117,dirk_y,Q-10,q,30,75.79233130606332,6,12.63205521767722,114.32597907461309,USDC,114.33
117,hyh,Q-11,q,30,75.79233130606332,6,12.63205521767722,114.32597907461309,USDC,114.33
117,bobi,Q-16,q,20,54.213885281170306,5,10.84277705623406,98.13217892738514,USDC,98.13
117,David_,Q-17,q,20,54.213885281170306,5,10.84277705623406,98.13217892738514,USDC,98.13
117,WatchPug,Q-19,q,20,54.213885281170306,5,10.84277705623406,98.13217892738514,USDC,98.13
117,cryptphi,Q-21,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,csanuragjain,Q-22,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
117,jayjonah8,Q-26,q,10,113.73708817519429,11,10.339735288654026,93.57941679937201,USDC,93.58
113,samruna,G-01,g,5,10.241522880708796,1,10.241522880708796,43.90467373641915,MIM,43.9
113,samruna,Q-31,q,18,10.406595519310189,1,10.406595519310189,73.71960414769848,MIM,73.72
113,Hawkeye,G-02,g,3,10.232396447989233,1,10.232396447989233,43.865549374193236,MIM,43.87
113,GimelSec,G-03,g,4,10.236451524213882,1,10.236451524213882,43.88293319500712,MIM,43.88
113,GimelSec,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,GimelSec,M-01,2,,1.9683000000000004,5,0.39366000000000007,542.2913902426775,MIM,542.29
113,GimelSec,Q-04,q,13,61.5255258757411,6,10.254254312623518,72.64042955774875,MIM,72.64
113,0x1f8b,G-04,g,6,10.247866002529678,1,10.247866002529678,43.93186624453146,MIM,43.93
113,0x1f8b,Q-12,q,8,10.221500064174442,1,10.221500064174442,72.4084007232139,MIM,72.41
113,fatherOfBlocks,G-05,g,7,10.25580104424694,1,10.25580104424694,43.9658831990156,MIM,43.97
113,Kulk0,G-06,g,8,10.265729448556971,1,10.265729448556971,44.00844555590651,MIM,44.01
113,TrungOre,G-07,g,9,10.278154975484835,1,10.278154975484835,44.0617128982857,MIM,44.06
113,kenta,G-08,g,10,10.293710390823714,1,10.293710390823714,44.1283978477061,MIM,44.13
113,kenta,Q-27,q,13,61.5255258757411,6,10.254254312623518,72.64042955774875,MIM,72.64
113,antonttc,G-09,g,11,10.313191458694096,1,10.313191458694096,44.211911787854326,MIM,44.21
113,antonttc,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,antonttc,Q-08,q,21,10.591748722884063,1,10.591748722884063,75.03121665813156,MIM,75.03
113,0xf15ers,G-10,g,12,10.337600427580348,1,10.337600427580348,44.31655128606917,MIM,44.32
113,0xf15ers,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,0xf15ers,Q-36,q,25,11.160364717169411,1,11.160364717169411,79.05925310222932,MIM,79.06
113,pauliax,G-11,g,13,10.368201958465523,1,10.368201958465523,44.44773785324262,MIM,44.45
113,pauliax,Q-41,q,30,13.416994060259675,1,13.416994060259675,95.0450595623734,MIM,95.05
113,CertoraInc,G-12,g,14,10.406595519310189,1,10.406595519310189,44.61232829375607,MIM,44.61
113,CertoraInc,Q-38,q,27,11.733839216119614,1,11.733839216119614,83.1217068579232,MIM,83.12
113,sorrynotsorry,G-13,g,15,10.454809819580467,1,10.454809819580467,44.81901953952613,MIM,44.82
113,Funen,G-14,g,16,10.51542712992153,1,10.51542712992153,45.07888159952472,MIM,45.08
113,Funen,Q-34,q,22,10.688017829109073,1,10.688017829109073,75.71318035984281,MIM,75.71
113,gzeon,G-15,g,17,10.591748722884063,1,10.591748722884063,45.4060667923026,MIM,45.41
113,gzeon,H-01,3,,8.100000000000001,3,2.7000000000000006,3719.4196861637693,MIM,3719.42
113,gzeon,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,gzeon,H-04,3,,5.3144100000000005,7,0.7592014285714287,1045.8476811823066,MIM,1045.85
113,gzeon,H-05,3,,7.290000000000001,4,1.8225000000000002,2510.608288160544,MIM,2510.61
113,gzeon,Q-28,q,14,10.293710390823714,1,10.293710390823714,72.91993369152063,MIM,72.92
113,simon135,G-16,g,18,10.688017829109073,1,10.688017829109073,45.818765543156076,MIM,45.82
113,simon135,Q-39,q,28,12.15135665148075,1,12.15135665148075,86.07937154302334,MIM,86.08
113,NoamYakov,G-17,g,19,10.80972450726633,1,10.80972450726633,46.340513339677905,MIM,46.34
113,Tadashi,G-18,g,29,10.964029504741431,1,10.964029504741431,47.002007792109815,MIM,47
113,delfin454000,G-19,g,30,11.160364717169411,1,11.160364717169411,47.843682760278654,MIM,47.84
113,delfin454000,Q-37,q,26,11.411301899705176,1,11.411301899705176,80.83687477765132,MIM,80.84
113,0xNazgul,G-20,g,31,11.411301899705176,1,11.411301899705176,48.91943245648071,MIM,48.92
113,catchup,G-21,g,32,11.733839216119614,1,11.733839216119614,50.30212678914388,MIM,50.3
113,catchup,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,catchup,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,catchup,H-05,3,,7.290000000000001,4,1.8225000000000002,2510.608288160544,MIM,2510.61
113,catchup,Q-16,q,17,10.368201958465523,1,10.368201958465523,73.44762681351291,MIM,73.45
113,slywaters,G-22,g,33,12.15135665148075,1,12.15135665148075,52.09199407668622,MIM,52.09
113,z3s,G-23,g,35,12.696674676516656,1,12.696674676516656,54.4297333221736,MIM,54.43
113,z3s,Q-40,q,29,12.696674676516656,1,12.696674676516656,89.94236678153881,MIM,89.94
113,Tomio,G-24,g,38,13.416994060259675,1,13.416994060259675,57.517690835682274,MIM,57.52
113,reassor,G-25,g,40,14.382164801981435,1,14.382164801981435,61.65530855218918,MIM,61.66
113,reassor,Q-24,q,45,24.138455039999993,1,24.138455039999993,170.99514889224508,MIM,171
113,oyc_109,G-26,g,41,15.699100830147234,1,15.699100830147234,67.30091881170104,MIM,67.3
113,oyc_109,Q-30,q,16,10.337600427580348,1,10.337600427580348,73.23084768156889,MIM,73.23
113,defsec,G-27,g,50,17.538104362107344,1,17.538104362107344,75.18459500041675,MIM,75.18
113,defsec,Q-42,q,34,14.382164801981435,1,14.382164801981435,101.88226245765658,MIM,101.88
113,robee,G-28,g,51,20.183610566246394,1,20.183610566246394,86.52569027631377,MIM,86.53
113,robee,Q-26,q,12,20.4615501201037,2,10.23077506005185,72.47410415362832,MIM,72.47
113,0xkatana,G-29,g,55,24.138455039999993,1,24.138455039999993,103.47982476597035,MIM,103.48
113,IllIllI,G-30,g,70,30.355199999999996,1,30.355199999999996,130.1305643435241,MIM,130.13
113,IllIllI,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,IllIllI,H-04,3,,5.3144100000000005,7,0.7592014285714287,1045.8476811823066,MIM,1045.85
113,IllIllI,Q-22,q,90,100,1,100,708.3930956181243,MIM,708.39
113,horsefacts,G-31,g,90,40.8,1,40.8,174.90667250473672,MIM,174.91
113,horsefacts,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,horsefacts,Q-10,q,85,60,1,60,425.03585737087457,MIM,425.04
113,joestakey,G-32,g,95,60,1,60,257.21569485990693,MIM,257.22
113,joestakey,Q-02,q,41,20.183610566246394,1,20.183610566246394,142.97930369773965,MIM,142.98
113,BowTiedWardens,G-33,g,100,100,1,100,428.6928247665116,MIM,428.69
113,BowTiedWardens,H-01,3,,8.100000000000001,3,2.7000000000000006,3719.4196861637693,MIM,3719.42
113,BowTiedWardens,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,BowTiedWardens,H-04,3,,5.3144100000000005,7,0.7592014285714287,1045.8476811823066,MIM,1045.85
113,BowTiedWardens,Q-06,q,24,10.964029504741431,1,10.964029504741431,77.66842801312234,MIM,77.67
113,hyh,H-01,3,,8.100000000000001,3,2.7000000000000006,3719.4196861637693,MIM,3719.42
113,hyh,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,hyh,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,hyh,H-05,3,,7.290000000000001,4,1.8225000000000002,2510.608288160544,MIM,2510.61
113,hyh,Q-43,q,40,17.538104362107344,1,17.538104362107344,124.2387204034695,MIM,124.24
113,cccz,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,cccz,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,cccz,Q-11,q,13,61.5255258757411,6,10.254254312623518,72.64042955774875,MIM,72.64
113,Ruhum,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,Ruhum,H-04,3,,5.3144100000000005,7,0.7592014285714287,1045.8476811823066,MIM,1045.85
113,Ruhum,Q-17,q,2,10.2175846439259,1,10.2175846439259,72.38066415650879,MIM,72.38
113,WatchPug,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,WatchPug,H-04,3,,5.3144100000000005,7,0.7592014285714287,1045.8476811823066,MIM,1045.85
113,WatchPug,H-05,3,,7.290000000000001,4,1.8225000000000002,2510.608288160544,MIM,2510.61
113,WatchPug,M-01,2,,1.9683000000000004,5,0.39366000000000007,542.2913902426775,MIM,542.29
113,WatchPug,Q-21,q,5,20.43849983597704,2,10.21924991798852,72.39246084299151,MIM,72.39
113,berndartmueller,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,berndartmueller,Q-44,q,75,30.355199999999996,1,30.355199999999996,215.03414096107284,MIM,215.03
113,plotchy,H-02,3,,3.874204890000001,10,0.3874204890000001,533.6960717073312,MIM,533.7
113,plotchy,H-04,3,,5.3144100000000005,7,0.7592014285714287,1045.8476811823066,MIM,1045.85
113,0x1337,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,0x1337,Q-13,q,11,10.226560273556009,1,10.226560273556009,72.44424689709673,MIM,72.44
113,kenzo,H-03,3,,4.304672100000001,9,0.47829690000000014,658.8840391448532,MIM,658.88
113,kenzo,M-01,2,,1.9683000000000004,5,0.39366000000000007,542.2913902426775,MIM,542.29
113,kenzo,Q-35,q,23,10.80972450726633,1,10.80972450726633,76.57534206481499,MIM,76.58
113,scaraven,H-04,3,,5.3144100000000005,7,0.7592014285714287,1045.8476811823066,MIM,1045.85
113,Czar102,M-01,2,,1.9683000000000004,5,0.39366000000000007,542.2913902426775,MIM,542.29
113,AuditsAreUS,M-01,2,,1.9683000000000004,5,0.39366000000000007,542.2913902426775,MIM,542.29
113,AuditsAreUS,Q-07,q,13,61.5255258757411,6,10.254254312623518,72.64042955774875,MIM,72.64
113,hubble,Q-01,q,6,10.220438602920987,1,10.220438602920987,72.40088140498176,MIM,72.4
113,ilan,Q-03,q,13,61.5255258757411,6,10.254254312623518,72.64042955774875,MIM,72.64
113,gs8nrv,Q-05,q,10,10.224486080712962,1,10.224486080712962,72.4295534582068,MIM,72.43
113,broccolirob,Q-09,q,13,61.5255258757411,6,10.254254312623518,72.64042955774875,MIM,72.64
113,MaratCerby,Q-14,q,35,15.699100830147234,1,15.699100830147234,111.21134635489065,MIM,111.21
113,unforgiven,Q-15,q,12,20.4615501201037,2,10.23077506005185,72.47410415362832,MIM,72.47
113,jah,Q-18,q,9,10.222827062995556,1,10.222827062995556,72.4178010912416,MIM,72.42
113,throttle,Q-19,q,4,10.21836698340904,1,10.21836698340904,72.38620619539164,MIM,72.39
113,kebabsec,Q-20,q,5,20.43849983597704,2,10.21924991798852,72.39246084299151,MIM,72.39
113,0xDjango,Q-23,q,1,10.21730649481495,1,10.21730649481495,72.37869376741129,MIM,72.38
113,mics,Q-25,q,3,10.217932342146142,1,10.217932342146142,72.38312722669457,MIM,72.38
113,m9800,Q-29,q,15,10.313191458694096,1,10.313191458694096,73.05793623126709,MIM,73.06
113,sikorico,Q-32,q,19,10.454809819580467,1,10.454809819580467,74.06115092191371,MIM,74.06
113,bobirichman,Q-33,q,20,10.51542712992153,1,10.51542712992153,74.49055976311921,MIM,74.49
113,bobi,Q-45,q,80,40.8,1,40.8,289.02438301219473,MIM,289.02
97,0v3rf10w,G-01,g,12,10.265729448556971,1,10.265729448556971,59.729561284574444,USDT,59.73
97,0v3rf10w,Q-01,q,2,10.221500064174442,1,10.221500064174442,118.94443888528723,USDT,118.94
97,0x1f8b,G-02,g,11,10.25580104424694,1,10.25580104424694,59.67179439750951,USDT,59.67
97,0x1f8b,Q-02,q,55,40.8,1,40.8,474.77699711893257,USDT,474.78
97,0xDjango,G-03,g,10,10.247866002529678,1,10.247866002529678,59.62562558282158,USDT,59.63
97,0xDjango,H-04,3,,8.100000000000001,3,2.7000000000000006,1867.6947352914294,USDT,1867.69
97,0xDjango,Q-03,q,1,10.220438602920987,1,10.220438602920987,118.93208698855994,USDT,118.93
97,0xNazgul,G-04,g,2,10.221500064174442,1,10.221500064174442,59.47221944264361,USDT,59.47
97,0xNazgul,Q-04,q,11,10.247866002529678,1,10.247866002529678,119.25125116564315,USDT,119.25
97,0xngndev,G-05,g,36,20.183610566246394,1,20.183610566246394,117.43522078015222,USDT,117.44
97,0xngndev,Q-05,q,35,11.733839216119614,1,11.733839216119614,136.54306244376568,USDT,136.54
97,0xwags,G-06,g,4,10.224486080712962,1,10.224486080712962,59.48959311869148,USDT,59.49
97,0xwags,Q-06,q,14,10.278154975484835,1,10.278154975484835,119.60371458783592,USDT,119.6
97,Cantor_Dust,G-07,g,19,10.368201958465523,1,10.368201958465523,60.32578175689825,USDT,60.33
97,Cantor_Dust,M-18,2,,2.7,2,1.35,933.8473676457146,USDT,933.85
97,Cantor_Dust,Q-07,q,13,10.265729448556971,1,10.265729448556971,119.45912256914889,USDT,119.46
97,CertoraInc,G-08,g,41,40.8,1,40.8,237.38849855946629,USDT,237.39
97,CertoraInc,H-01,3,,9,2,4.5,3112.8245588190484,USDT,3112.82
97,CertoraInc,M-10,2,,2.43,3,0.81,560.3084205874287,USDT,560.31
97,CertoraInc,M-17,2,,3,1,3,2075.2163725460323,USDT,2075.22
97,CertoraInc,M-19,2,,2.43,3,0.81,560.3084205874287,USDT,560.31
97,CertoraInc,Q-08,q,45,20.183610566246394,1,20.183610566246394,234.87044156030444,USDT,234.87
97,Dravee,G-09,g,50,100,1,100,581.8345552928096,USDT,581.83
97,Dravee,M-09,2,,1.1622614670000002,10,0.11622614670000002,80.398134183259,USDT,80.4
97,Dravee,Q-09,q,31,11.160364717169411,1,11.160364717169411,129.8697168423965,USDT,129.87
97,IllIllI,G-10,g,43,60,1,60,349.1007331756857,USDT,349.1
97,IllIllI,M-03,2,,1.2914016300000002,9,0.14348907000000002,99.25695578180125,USDT,99.26
97,IllIllI,M-04,2,,1.2914016300000002,9,0.14348907000000002,99.25695578180125,USDT,99.26
97,IllIllI,Q-10,q,41,15.699100830147234,1,15.699100830147234,182.68558700011386,USDT,182.69
97,Jujic,G-11,g,33,14.382164801981435,1,14.382164801981435,83.68040461708767,USDT,83.68
97,Jujic,M-03,2,,1.2914016300000002,9,0.14348907000000002,99.25695578180125,USDT,99.26
97,Kenshin,G-12,g,6,10.229153672114466,1,10.229153672114466,59.5167507783653,USDT,59.52
97,Kiep,G-13,g,3,10.222827062995556,1,10.222827062995556,59.479940380333176,USDT,59.48
97,PPrieditis,G-14,g,22,10.51542712992153,1,10.51542712992153,61.182388678518386,USDT,61.18
97,PPrieditis,M-01,2,,2.1870000000000003,4,0.5467500000000001,378.2081838965144,USDT,378.21
97,PPrieditis,Q-11,q,42,17.538104362107344,1,17.538104362107344,204.08550304411222,USDT,204.09
97,TerrierLover,G-15,g,40,30.355199999999996,1,30.355199999999996,176.6170429282429,USDT,176.62
97,TerrierLover,Q-13,q,12,10.25580104424694,1,10.25580104424694,119.34358879501902,USDT,119.34
97,Tomio,G-16,g,17,10.313191458694096,1,10.313191458694096,60.00571166018881,USDT,60.01
97,WatchPug,G-17,g,34,15.699100830147234,1,15.699100830147234,91.34279350005693,USDT,91.34
97,WatchPug,H-02,3,,10,1,10,6917.387908486774,USDT,6917.39
97,WatchPug,H-03,3,,7.290000000000001,4,1.8225000000000002,1260.6939463217147,USDT,1260.69
97,WatchPug,H-04,3,,8.100000000000001,3,2.7000000000000006,1867.6947352914294,USDT,1867.69
97,WatchPug,H-05,3,,9,2,4.5,3112.8245588190484,USDT,3112.82
97,WatchPug,M-02,2,,2.1870000000000003,4,0.5467500000000001,378.2081838965144,USDT,378.21
97,WatchPug,M-07,2,,2.7,2,1.35,933.8473676457146,USDT,933.85
97,WatchPug,M-08,2,,2.43,3,0.81,560.3084205874287,USDT,560.31
97,WatchPug,M-13,2,,2.43,3,0.81,560.3084205874287,USDT,560.31
97,WatchPug,M-14,2,,3,1,3,2075.2163725460323,USDT,2075.22
97,WatchPug,M-18,2,,2.7,2,1.35,933.8473676457146,USDT,933.85
97,WatchPug,Q-14,q,15,10.293710390823714,1,10.293710390823714,119.78472815115776,USDT,119.78
97,antonttc,G-18,g,15,10.278154975484835,1,10.278154975484835,59.80185729391796,USDT,59.8
97,benk10,G-19,g,32,13.416994060259675,1,13.416994060259675,78.06470772417455,USDT,78.06
97,benk10,M-06,2,,2.43,3,0.81,560.3084205874287,USDT,560.31
97,benk10,Q-16,q,33,11.411301899705176,1,11.411301899705176,132.78979532253908,USDT,132.79
97,berndartmueller,G-20,g,24,10.688017829109073,1,10.688017829109073,62.18658100561297,USDT,62.19
97,berndartmueller,Q-17,q,20,10.454809819580467,1,10.454809819580467,121.65939244093,USDT,121.66
97,bitbopper,G-21,g,26,10.964029504741431,1,10.964029504741431,63.79251231108474,USDT,63.79
97,bitbopper,Q-34,q,36,12.15135665148075,1,12.15135665148075,141.40158387037252,USDT,141.4
97,csanuragjain,G-22,g,5,10.226560273556009,1,10.226560273556009,59.50166148939573,USDT,59.5
97,csanuragjain,Q-38,q,10,10.241522880708796,1,10.241522880708796,119.17743821636674,USDT,119.18
97,defsec,G-23,g,21,10.454809819580467,1,10.454809819580467,60.829696220465,USDT,60.83
97,defsec,M-03,2,,1.2914016300000002,9,0.14348907000000002,99.25695578180125,USDT,99.26
97,defsec,M-04,2,,1.2914016300000002,9,0.14348907000000002,99.25695578180125,USDT,99.26
97,defsec,M-09,2,,1.1622614670000002,10,0.11622614670000002,80.398134183259,USDT,80.4
97,defsec,Q-21,q,23,10.688017829109073,1,10.688017829109073,124.37316201122594,USDT,124.37
97,gzeon,G-24,g,20,10.406595519310189,1,10.406595519310189,60.54916876089988,USDT,60.55
97,gzeon,M-09,2,,1.1622614670000002,10,0.11622614670000002,80.398134183259,USDT,80.4
97,gzeon,M-11,2,,2.7,2,1.35,933.8473676457146,USDT,933.85
97,gzeon,M-12,2,,2.7,2,1.35,933.8473676457146,USDT,933.85
97,gzeon,Q-22,q,39,13.416994060259675,1,13.416994060259675,156.1294154483491,USDT,156.13
97,hagrid,G-25,g,1,10.220438602920987,1,10.220438602920987,59.46604349427997,USDT,59.47
97,hagrid,M-03,2,,1.2914016300000002,9,0.14348907000000002,99.25695578180125,USDT,99.26
97,hagrid,Q-23,q,3,10.222827062995556,1,10.222827062995556,118.95988076066635,USDT,118.96
97,hickuphh3,G-26,g,30,12.15135665148075,1,12.15135665148075,70.70079193518626,USDT,70.7
97,hickuphh3,H-03,3,,7.290000000000001,4,1.8225000000000002,1260.6939463217147,USDT,1260.69
97,hickuphh3,M-03,2,,1.2914016300000002,9,0.14348907000000002,99.25695578180125,USDT,99.26
97,hickuphh3,M-04,2,,1.2914016300000002,9,0.14348907000000002,99.25695578180125,USDT,99.26
97,hickuphh3,M-09,2,,1.1622614670000002,10,0.11622614670000002,80.398134183259,USDT,80.4
97,hickuphh3,M-15,2,,2.7,2,1.35,933.8473676457146,USDT,933.85
97,hickuphh3,M-16,2,,3,1,3,2075.2163725460323,USDT,2075.22
97,hickuphh3,Q-24,q,80,100,1,100,1163.6691105856191,USDT,1163.67
97,kenta,G-27,g,29,11.733839216119614,1,11.733839216119614,68.27153122188284,USDT,68.27
97,kenta,M-10,2,,2.43,3,0.81,560.3084205874287,USDT,560.31
97,kenta,Q-26,q,30,10.964029504741431,1,10.964029504741431,127.58502462216948,USDT,127.59
